city,stateCode,countryCode,total
Madisonville,LA,US,4
Terrytown,LA,US,3
Mansura,LA,US,1
Egan,LA,US,2
Bossier City,LA,US,557
Youngsville,LA,US,10
Violet,LA,US,5
Luling,LA,US,13
Chackbay,LA,US,2
Kenner,LA,US,28
Vacherie,LA,US,8
Erath,LA,US,1
Broussard,LA,US,35
Slidell,LA,US,39
Vernon,LA,US,2
Plaquemine,LA,US,1
Larose,LA,US,10
McCrea,LA,US,1
Metairie,LA,US,503
Sulphur,LA,US,2
Denham Springs,LA,US,23
Paulina,LA,US,1
Harahan,LA,US,3
Lafayette,LA,US,637
New Orleans,LA,US,18355
White Castle,LA,US,1
Belle Rose,LA,US,2
Marrero,LA,US,11
Baton Rouge,LA,US,2296
Winnfield,LA,US,3
Lockport,LA,US,1
Alexandria,LA,US,159
Opelousas,LA,US,9
Lake Charles,LA,US,357
Pineville,LA,US,2
Grambling,LA,US,2
York Beach,ME,US,2
Saco,ME,US,4
Lewiston,ME,US,214
Wiscasset,ME,US,5
Chebeague Island,ME,US,1
Calais,ME,US,2
Norridgewock,ME,US,4
Kittery Point,ME,US,1
Northport,ME,US,2
Cape Elizabeth,ME,US,1
Dover-Foxcroft,ME,US,1
Springfield,ME,US,2
Eastport,ME,US,1
Stonington,ME,US,1
Rangeley,ME,US,12
Gorham,ME,US,12
East Bethel,ME,US,2
Howland,ME,US,4
Houlton,ME,US,4
Gardiner,ME,US,4
Detroit,ME,US,1
Falmouth,ME,US,3
Ellsworth,ME,US,15
Charleston,ME,US,6
Old Orchard Beach,ME,US,159
Kingfield,ME,US,3
Brownfield,ME,US,86
Unity,ME,US,9
Machias,ME,US,7
Monroe,ME,US,2
Woolwich,ME,US,1
Bar Harbor,ME,US,22
Windham Center,ME,US,6
Bangor,ME,US,527
Arundel,ME,US,5
Fryeburg,ME,US,6
Ogunquit,ME,US,37
Mechanic Falls,ME,US,1
Harmony,ME,US,2
Orono,ME,US,241
Waldoboro,ME,US,2
Union,ME,US,3
Thomaston,ME,US,2
Sanford,ME,US,4
Augusta,ME,US,223
Palmyra,ME,US,1
Waterville,ME,US,67
Limestone,ME,US,7
Presque Isle,ME,US,14
Camden,ME,US,11
Carthage,ME,US,4
Blue Hill,ME,US,5
New Sweden,ME,US,3
Rockport,ME,US,4
Starks,ME,US,3
Brewer,ME,US,10
Lincolnville,ME,US,2
Denmark,ME,US,1
Madawaska,ME,US,1
Pittsfield,ME,US,1
Old Town,ME,US,6
Farmington,ME,US,4
Rumford,ME,US,3
State of Maine,ME,US,1
Bucksport,ME,US,40
Oxford,ME,US,42
Norway,ME,US,2
Kennebunk,ME,US,5
Freeport,ME,US,42
North Berwick,ME,US,2
Acton,ME,US,1
Milo,ME,US,1
South Paris,ME,US,1
Auburn,ME,US,14
Belfast,ME,US,14
Kittery,ME,US,2
Brunswick,ME,US,46
Town of Montville,ME,US,2
Hermon,ME,US,1
Hiram,ME,US,39
Saint Leonard,MD,US,12
Mount Rainier,MD,US,1
Catonsville,MD,US,35
Walkersville,MD,US,2
Leonardtown,MD,US,4
Williamsport,MD,US,8
New Carrollton,MD,US,1
Marriottsville,MD,US,4
Little Orleans,MD,US,1
Frostburg,MD,US,31
White Plains,MD,US,1
College Park,MD,US,292
Greenfields,MD,US,3
Crownsville,MD,US,23
Ellicott City,MD,US,6
Eden,MD,US,4
Baltimore,MD,US,18723
Middle River,MD,US,2
Rawlings,MD,US,1
Mount Airy,MD,US,12
Edgewater,MD,US,2
Benedict,MD,US,1
Centreville,MD,US,7
Hyattsville,MD,US,14
Darlington,MD,US,16
Severna Park,MD,US,7
Mayo Beach,MD,US,1
Broomes Island,MD,US,1
Bladensburg,MD,US,4
Woodsboro,MD,US,1
Greenbelt,MD,US,4
Temple Hills,MD,US,1
Edgewood,MD,US,10
Sandy Spring,MD,US,2
Thurmont,MD,US,2
Union Bridge,MD,US,1
Gaithersburg,MD,US,131
Oxon Hill,MD,US,1
Owings,MD,US,221
Odenton,MD,US,2
Halethorpe,MD,US,110
Clinton,MD,US,1
Fallston,MD,US,1
Chestertown,MD,US,10
Fork,MD,US,1
Silver Spring,MD,US,1180
Timonium,MD,US,60
Hagerstown,MD,US,197
Perry Hall,MD,US,6
Galesville,MD,US,1
Savage-Guilford,MD,US,8
Rocky Gap,MD,US,1
Crisfield,MD,US,4
Chesapeake City,MD,US,2
Ridgely,MD,US,11
Gambrills,MD,US,5
Waldorf,MD,US,25
Grantsville,MD,US,2
Callaway,MD,US,6
Reisterstown,MD,US,3
Cumberland,MD,US,212
Braddock Heights,MD,US,1
Prince Frederick,MD,US,18
Kingsville,MD,US,1
Phoenix,MD,US,1
Bowie,MD,US,14
Owings Mills,MD,US,220
Solomons,MD,US,50
Glen Burnie,MD,US,68
Brunswick,MD,US,10
Rockville,MD,US,103
Glen Echo,MD,US,32
Damascus,MD,US,4
Grasonville,MD,US,11
Fort Washington,MD,US,1
Woodstock,MD,US,1
Denton,MD,US,3
Arnold,MD,US,2
Chesapeake Beach,MD,US,33
White Marsh,MD,US,100
Jessup,MD,US,2
Aberdeen,MD,US,31
Port Deposit,MD,US,2
Ocean City,MD,US,251
Columbia,MD,US,3160
Bel Air,MD,US,41
Cambridge,MD,US,6
Joppatowne,MD,US,1
Stevensville,MD,US,3
Lewisdale,MD,US,1
Dunkirk,MD,US,1
Ruthsburg,MD,US,1
Frederick,MD,US,479
Lexington Park,MD,US,3
Patuxent River,MD,US,2
Brooklyn Park,MD,US,3
Brandywine,MD,US,46
Mechanicsville,MD,US,5
Essex,MD,US,79
Big Pool,MD,US,3
Wheaton,MD,US,55
National Harbor,MD,US,187
Westminster,MD,US,25
Glen Arm,MD,US,1
Hunt Valley,MD,US,8
Joppa,MD,US,1
Sparrows Point,MD,US,6
Berlin,MD,US,21
Ijamsville,MD,US,1
Flintstone,MD,US,1
Pikesville,MD,US,2
Rosedale,MD,US,3
Lutherville,MD,US,1
Avenue,MD,US,2
Dundalk,MD,US,60
Eldersburg,MD,US,3
Sykesville,MD,US,3
Rising Sun,MD,US,6
Street,MD,US,6
Delmar,MD,US,4
Linthicum Heights,MD,US,3
Easton,MD,US,67
Chevy Chase,MD,US,2
Snow Hill,MD,US,1
Landover,MD,US,1178
Parkville,MD,US,9
Wye Mills,MD,US,2
Boonsboro,MD,US,13
Takoma Park,MD,US,12
Deale,MD,US,1
Crofton,MD,US,9
Olney,MD,US,5
Duxbury,MA,US,1
Needham,MA,US,4
Agawam,MA,US,139
Andover,MA,US,39
Acton,MA,US,3
Kingston,MA,US,19
Marion,MA,US,2
Wrentham,MA,US,4
Hull,MA,US,2
Bridgewater,MA,US,16
Russell,MA,US,1
Bellingham,MA,US,4
Shutesbury,MA,US,1
Greenville,MA,US,1
Stoughton,MA,US,6
Medway,MA,US,6
Stockbridge,MA,US,419
Ashby,MA,US,1
Fall River,MA,US,307
Southwick,MA,US,1
Wellesley,MA,US,31
Becket,MA,US,2
Sherborn,MA,US,1
Hingham,MA,US,1
Marlborough,MA,US,33
Egremont,MA,US,7
Forestdale,MA,US,1
Nantasket Beach,MA,US,47
Norwell,MA,US,2
Littleton,MA,US,34
Boston,MA,US,37753
Chatham,MA,US,2
Gilbertville,MA,US,1
Bradford,MA,US,3
Easton,MA,US,20
Granby,MA,US,11
Westfield,MA,US,38
Brookline,MA,US,59
Edgartown,MA,US,70
Somerset,MA,US,2
Sturbridge,MA,US,6
Bourne,MA,US,5
Holliston,MA,US,3
Oak Bluffs,MA,US,26
Marshfield,MA,US,70
Stoneham,MA,US,1
Palmer,MA,US,10
Sutton,MA,US,2
Longmeadow,MA,US,8
Rehoboth,MA,US,3
Dudley,MA,US,2
Bolton,MA,US,1
Wilmington,MA,US,2
Washington,MA,US,3
Hyannis,MA,US,532
Upton,MA,US,6
Abington,MA,US,9
Cohasset,MA,US,501
Tewksbury,MA,US,1
Hanover,MA,US,3
Billerica,MA,US,19
Sheffield,MA,US,1
Millbury,MA,US,2
Taunton,MA,US,21
Sandwich,MA,US,1
Williamstown,MA,US,52
Gloucester,MA,US,14
Hubbardston,MA,US,9
Reading,MA,US,5
Dalton,MA,US,2
Adams,MA,US,254
Manomet,MA,US,2
Mattapan,MA,US,1
Gardner,MA,US,11
Fort Devens / Ayer,MA,US,12
Mansfield,MA,US,3836
Saugus,MA,US,32
Lincoln,MA,US,2
Williamsburg,MA,US,1
Ludlow,MA,US,2
Weymouth,MA,US,19
Lenox,MA,US,301
Walpole,MA,US,7
Westport,MA,US,8
Ipswich,MA,US,17
Randolph,MA,US,2
Feeding Hills,MA,US,2
Plum Island,MA,US,2
East Bridgewater,MA,US,1
Lynn,MA,US,185
Deerfield,MA,US,20
Millers Falls,MA,US,2
East Longmeadow,MA,US,7
Centerville,MA,US,2
Malden,MA,US,27
Northampton,MA,US,2447
South Deerfield,MA,US,19
Belchertown,MA,US,4
Attleboro,MA,US,64
Scituate,MA,US,21
Leicester,MA,US,4
Byfield,MA,US,5
Wendell,MA,US,1
Maynard,MA,US,5
Woods Hole,MA,US,3
West Springfield,MA,US,137
Milton,MA,US,8
Yarmouth,MA,US,174
Chestnut Hill,MA,US,62
Westwood,MA,US,1
North Truro,MA,US,24
Peabody,MA,US,24
Provincetown,MA,US,48
Quincy,MA,US,98
Pittsfield,MA,US,1006
Florence,MA,US,98
Framingham,MA,US,166
Concord,MA,US,6
Dennis,MA,US,13
Shelburne Falls,MA,US,11
Turners Falls,MA,US,22
Shirley,MA,US,184
Salem,MA,US,87
Nantucket,MA,US,102
Dennis Port,MA,US,3
Canton,MA,US,71
Falmouth,MA,US,31
Oxford,MA,US,1
Ayer,MA,US,52
Templeton,MA,US,1
Shrewsbury,MA,US,6
Leominster,MA,US,18
Chicopee,MA,US,57
Franklin,MA,US,39
Amherst,MA,US,804
Salisbury,MA,US,276
Northfield,MA,US,4
Millis,MA,US,2
Brimfield,MA,US,6
Cambridge,MA,US,7854
Norwood,MA,US,25
South Yarmouth,MA,US,166
Rockport,MA,US,68
Martha's Vineyard,MA,US,3
Southbridge,MA,US,50
Newton,MA,US,24
North Adams,MA,US,248
Somerville,MA,US,1344
Fitchburg,MA,US,185
Wellfleet,MA,US,68
Northborough,MA,US,6
Beverly,MA,US,323
Buzzards Bay,MA,US,3
Chelmsford,MA,US,5
South Hadley,MA,US,35
Haverhill,MA,US,126
Wakefield,MA,US,10
Rowley,MA,US,5
Swampscott,MA,US,1
Cotuit,MA,US,10
Medford,MA,US,115
Clinton,MA,US,33
Swansea,MA,US,3
Hadley,MA,US,115
Middleboro,MA,US,6
Lunenburg,MA,US,3
Burlington,MA,US,11
Melrose,MA,US,13
Mattapoisett,MA,US,4
Newburyport,MA,US,56
Spencer,MA,US,2
Westborough,MA,US,15
East Falmouth,MA,US,28
Whitinsville,MA,US,3
Braintree,MA,US,11
Harvard,MA,US,6
Norfolk,MA,US,2
Whately,MA,US,4
Norway,MI,US,5
Blanchard,MI,US,12
Madison Heights,MI,US,2
Brooklyn,MI,US,175
Davison,MI,US,57
Northville,MI,US,2
Brownstown Township,MI,US,1
Fenton,MI,US,1
Berkley,MI,US,7
Imlay City,MI,US,1
Williamsburg,MI,US,9
Flat Rock,MI,US,2
Wixom,MI,US,1
Sandusky,MI,US,1
Eau Claire,MI,US,2
Aurora,MI,US,7
East Tawas,MI,US,11
City of South Lyon,MI,US,5
Grosse Pointe Park,MI,US,2
Whitehall,MI,US,1
Frankenmuth,MI,US,30
Augusta,MI,US,2
Camden,MI,US,1
Charlotte,MI,US,2
Mason,MI,US,4
Whitmore Lake,MI,US,1
Beaver Island,MI,US,2
Walled Lake,MI,US,91
Vassar,MI,US,7
Manistique,MI,US,4
Berrien Springs,MI,US,10
Allegan,MI,US,160
Wilson Township,MI,US,1
Three Rivers,MI,US,2
Farwell,MI,US,4
Ionia,MI,US,167
Mears,MI,US,88
Manistee,MI,US,76
Hart,MI,US,3
Port Huron,MI,US,58
Bridgeton,MI,US,1
Hartland,MI,US,3
Mount Clemens,MI,US,318
Saint Ignace,MI,US,6
Suttons Bay,MI,US,1
Petersburg,MI,US,2
Alpena,MI,US,1
Birch Run,MI,US,115
Daggett,MI,US,1
Freeland,MI,US,2
Redford,MI,US,4
Ferndale,MI,US,830
Holly,MI,US,10
Ottawa Lake,MI,US,2
New Baltimore,MI,US,1
Hamtramck,MI,US,442
Lincoln Park,MI,US,1
Shelby Township,MI,US,19
Lake Leelanau,MI,US,1
Harbor Springs,MI,US,19
Elberta,MI,US,1
Ellsworth,MI,US,1
Chelsea,MI,US,1
Muskegon,MI,US,388
Ludington,MI,US,5
Lakeside,MI,US,4
Mount Pleasant,MI,US,478
Saginaw Bay Marina,MI,US,2
Spring Lake,MI,US,20
Byron Center,MI,US,1
Clawson,MI,US,3
Wakefield,MI,US,2
Grand Haven,MI,US,13
Midland,MI,US,61
Fowlerville,MI,US,12
Baymont I S St Joseph,MI,US,14
Saint Louis,MI,US,8
Hillsdale,MI,US,15
Kingsford,MI,US,2
Negaunee,MI,US,1
Comstock Park,MI,US,54
Albion,MI,US,10
Brighton,MI,US,6
Canton,MI,US,60
Laingsburg,MI,US,1
Wayne Township,MI,US,1
Wayland,MI,US,2
West Bloomfield Township,MI,US,1
Charter Township of Oakland,MI,US,1
Stanton,MI,US,1
Kewadin,MI,US,2
Glen Arbor,MI,US,1
Port Sanilac,MI,US,1
Kalamazoo,MI,US,1573
Houghton,MI,US,16
Portage,MI,US,2
Lawton,MI,US,6
Centreville,MI,US,19
Marne,MI,US,6
Allendale,MI,US,53
Manchester,MI,US,8
Clyde Township,MI,US,1
Spring Arbor,MI,US,5
Benzonia,MI,US,2
Livonia,MI,US,18
Oxford,MI,US,1
Manitou Beach,MI,US,1
Novi,MI,US,241
Holt,MI,US,5
Owosso,MI,US,1
Scottville,MI,US,1
Crystal,MI,US,1
Hartford,MI,US,1
Munith,MI,US,2
Cassopolis,MI,US,1
Haslett,MI,US,13
Gladwin,MI,US,3
Coopersville,MI,US,2
Benton Harbor,MI,US,44
Interlochen,MI,US,141
Petoskey,MI,US,30
Boyne City,MI,US,3
Stockbridge,MI,US,1
Rochester,MI,US,608
Charlevoix,MI,US,136
Clinton,MI,US,63
Saint Joseph,MI,US,36
Ypsilanti,MI,US,286
Martin,MI,US,102
Coleman,MI,US,5
Belleville,MI,US,2
Inkster,MI,US,1
Marshall,MI,US,6
Hazel Park,MI,US,33
Chesaning,MI,US,26
Clio,MI,US,56
Macomb,MI,US,4
Ironwood,MI,US,3
Grand Ledge,MI,US,6
Troy,MI,US,12
Hancock,MI,US,2
Ishpeming,MI,US,1
Monroe,MI,US,45
Mackinac Island,MI,US,1
Lapeer,MI,US,23
Swartz Creek,MI,US,1
Wyandotte,MI,US,19
Montague,MI,US,1
Wellston,MI,US,38
Commerce,MI,US,4
Bark River,MI,US,2
Plainwell,MI,US,5
Ithaca,MI,US,1
Auburn Hills,MI,US,1966
Sterling Heights,MI,US,639
Pontiac,MI,US,2537
Rothbury,MI,US,665
North Street,MI,US,1
Green Haven,MI,US,1
Saginaw,MI,US,646
Silver Beach,MI,US,5
Buckley,MI,US,3
Grand Junction,MI,US,2
Three Oaks,MI,US,28
Waterford,MI,US,10
Hastings,MI,US,3
Buchanan,MI,US,3
Mount Morris,MI,US,19
Harrison Township,MI,US,7
Farmington Hills,MI,US,24
Rockford,MI,US,5
Eastpointe,MI,US,7
West Branch,MI,US,8
Mecosta,MI,US,14
Empire,MI,US,9
Muskegon Heights,MI,US,7
Royal Oak,MI,US,1448
Howell,MI,US,197
Grosse Pointe,MI,US,28
Niles,MI,US,32
Marshall Township,MI,US,5
Peshawbestown,MI,US,26
Elk Rapids,MI,US,1
White Lake,MI,US,5
Roscommon,MI,US,1
Wayne,MI,US,25
Saint Clair,MI,US,95
Eckerman,MI,US,3
Taylor,MI,US,38
Bloomfield Hills,MI,US,3
Jackson,MI,US,180
Hermansville,MI,US,1
Clarkston,MI,US,4443
Sault Ste. Marie,MI,US,142
Southgate,MI,US,23
Marine City,MI,US,3
Wyoming,MI,US,29
Plymouth,MI,US,53
Woodhaven,MI,US,25
Rochester Hills,MI,US,601
Bay City,MI,US,132
Adrian,MI,US,27
River Rouge,MI,US,70
Ecorse,MI,US,17
Traverse City,MI,US,299
Grand Rapids,MI,US,5027
Boyne Falls,MI,US,1
Leonard,MI,US,2
City of Madison Heights,MI,US,1
Commerce Township,MI,US,2
Romeo,MI,US,21
Otsego,MI,US,2
Plymouth,MN,US,12
Pine Island,MN,US,2
Ashby,MN,US,1
Deerwood,MN,US,2
Hewitt,MN,US,2
Hutchinson,MN,US,2
Austin,MN,US,43
Savage,MN,US,44
Bayport,MN,US,1
Altura,MN,US,2
Fridley,MN,US,71
Virginia,MN,US,3
Litchfield,MN,US,6
Burnsville,MN,US,308
Montevideo,MN,US,7
Royalton,MN,US,75
Benson,MN,US,1
Hatfield,MN,US,4
Crystal,MN,US,19
Apple Valley,MN,US,364
Willmar,MN,US,200
Duluth,MN,US,858
Harmony,MN,US,1
Detroit Lakes,MN,US,329
White Bear Lake,MN,US,6
Isle,MN,US,1
Shakopee,MN,US,458
Morton,MN,US,57
Hinckley,MN,US,202
Inver Grove Heights,MN,US,14
Bloomington,MN,US,668
Thief River Falls,MN,US,26
Saint Peter,MN,US,19
Hibbing,MN,US,14
New Ulm,MN,US,4
Saint Cloud,MN,US,223
Stillwater,MN,US,28
Clearwater,MN,US,2
Woodbury,MN,US,3
Bruno Township,MN,US,1
Waconia,MN,US,17
Arden Hills,MN,US,13
Cass Lake,MN,US,2
Ottertail,MN,US,1
Mahnomen,MN,US,120
Albert Lea,MN,US,21
Walker,MN,US,437
Morris,MN,US,9
Rushford,MN,US,1
Clear Lake,MN,US,3
East Bethel,MN,US,8
New Brighton,MN,US,2
Minneapolis,MN,US,24730
Grand Rapids,MN,US,9
Northfield,MN,US,45
Karlstad,MN,US,15
Le Sueur,MN,US,1
Saint Leo,MN,US,4
Mounds View,MN,US,10
Spring Grove,MN,US,1
Winsted,MN,US,34
Kasson,MN,US,4
Eden Prairie,MN,US,30
Spring Lake Park,MN,US,64
Perham,MN,US,1
Roseville,MN,US,3
Lewiston,MN,US,9
Columbia Heights,MN,US,64
Collegeville,MN,US,20
Prior Lake,MN,US,291
Andover,MN,US,8
Caledonia,MN,US,1
Golden Valley,MN,US,10
Cologne,MN,US,1
Chisholm,MN,US,2
Brainerd,MN,US,44
Warroad,MN,US,3
Coleraine,MN,US,1
Winona,MN,US,35
Fergus Falls,MN,US,2
New Auburn Township,MN,US,1
Atwater,MN,US,1
Belfast Township,MN,US,1
Warren,MN,US,4
Raymond,MN,US,1
Geneva,MN,US,1
Newport,MN,US,12
Hamel,MN,US,33
Redwood Falls,MN,US,6
Goodhue,MN,US,3
Saint Joseph,MN,US,17
Falcon Heights,MN,US,547
Fairmont,MN,US,5
Big Lake,MN,US,4
Mora,MN,US,1
Otsego,MN,US,4
Loretto,MN,US,1
Sartell,MN,US,1
Annandale,MN,US,2
Lakeville,MN,US,1
Marshall,MN,US,7
Cambridge,MN,US,3
Cokato,MN,US,2
Downer,MN,US,16
Pipestone,MN,US,6
Victoria,MN,US,3
Delano,MN,US,1
Minnetrista,MN,US,1
Santiago,MN,US,1
Zumbrota,MN,US,9
Farmington,MN,US,12
Anoka,MN,US,1
Alexandria,MN,US,2
Hopkins,MN,US,22
Wabasha,MN,US,3
Centerville,MN,US,3
Mankato,MN,US,300
Cold Spring,MN,US,23
International Falls,MN,US,1
Cannon Falls,MN,US,1
Owatonna,MN,US,5
Afton,MN,US,1
Byron,MN,US,1
Brooklyn Center,MN,US,2
Rogers,MN,US,3
Emmons,MN,US,1
Wheaton,MN,US,1
Chatfield,MN,US,2
Foley,MN,US,1
Circle Pines,MN,US,3
Luverne,MN,US,1
Chanhassen,MN,US,198
Lutsen,MN,US,4
Fosston,MN,US,2
Worthington Township,MN,US,1
Grand Marais,MN,US,7
Carlton,MN,US,37
Baxter,MN,US,5
Forest Lake,MN,US,1
Mentor,MN,US,1
D'Iberville,MS,US,12
Centerville,MS,US,1
Itta Bena,MS,US,3
Toccopola,MS,US,1
Philadelphia,MS,US,31
Hattiesburg,MS,US,174
Ripley,MS,US,1
Ridgeland,MS,US,24
Grenada,MS,US,2
Nesbit,MS,US,16
Southaven,MS,US,238
Sarah,MS,US,2
Mhoon Landing,MS,US,1
Clinton,MS,US,7
Mendenhall,MS,US,1
Bay Saint Louis,MS,US,47
Biloxi,MS,US,1455
Heidelberg,MS,US,1
Oxford,MS,US,453
Fort Loring,MS,US,2
Batesville,MS,US,3
Pelahatchie,MS,US,2
Monticello,MS,US,4
Belden,MS,US,1
McComb,MS,US,10
Charleston,MS,US,2
Gulfport,MS,US,133
Fayette,MS,US,2
Pearl,MS,US,1
Summit,MS,US,1
Wiggins,MS,US,1
Greenwood,MS,US,9
Natchez,MS,US,14
Vicksburg,MS,US,44
Canton,MS,US,3
Choctaw,MS,US,28
Houston,MS,US,1
Corinth,MS,US,21
Byhalia,MS,US,1
Parchman,MS,US,2
Mize,MS,US,1
Greenville,MS,US,29
Columbus,MS,US,17
Long Beach,MS,US,1
Taylorsville,MS,US,1
Bolton,MS,US,1
Jackson,MS,US,1079
Tunica Resorts,MS,US,459
Joseph,MS,US,1
Leland,MS,US,1
Bruce,MS,US,1
Pontotoc,MS,US,1
Picayune,MS,US,1
Amory,MS,US,6
Tunica,MS,US,460
McNeill,MS,US,1
Starkville,MS,US,162
Eudora,MS,US,2
Waveland,MS,US,1
Clarksdale,MS,US,55
Louisville,MS,US,2
Indianola,MS,US,25
Columbia,MO,US,1828
Brookfield,MO,US,1
Jefferson City,MO,US,29
Lesterville,MO,US,16
Bogard,MO,US,1
Sullivan,MO,US,8
Budapest,MO,US,2
Excelsior Springs,MO,US,7
Tarkio,MO,US,1
Maplewood,MO,US,6
Gipsy,MO,US,2
Fulton,MO,US,5
Hannibal,MO,US,24
Liberty,MO,US,8
Steelville,MO,US,58
Vienna,MO,US,1
Liberty Township,MO,US,4
Kearney,MO,US,9
Knob Lick,MO,US,1
El Dorado Springs,MO,US,2
Hayti,MO,US,1
Maryland Heights,MO,US,2698
Bloomfield,MO,US,2
Independence,MO,US,96
Winnipeg,MO,US,33
Troy,MO,US,5
Caruthersville,MO,US,14
Mountain Grove,MO,US,1
Cuba,MO,US,4
Arnold,MO,US,16
Cape Girardeau,MO,US,177
Belle,MO,US,1
Branson,MO,US,922
Bethany,MO,US,23
Eldon,MO,US,12
Savannah,MO,US,8
Unionville,MO,US,2
West Plains,MO,US,15
Paris,MO,US,1
Riverside,MO,US,3
Higginsville,MO,US,3
Bevier,MO,US,1
Raytown,MO,US,23
Lone Jack,MO,US,4
Albany,MO,US,5
Wentzville,MO,US,17
Rolla,MO,US,23
Maryville,MO,US,13
Smithville,MO,US,4
Lake Lotawana,MO,US,1
Eminence,MO,US,3
Hermitage,MO,US,2
Blue Springs,MO,US,11
Ava,MO,US,1
Earth City,MO,US,3
Camdenton,MO,US,34
Hillsboro,MO,US,6
Warrensburg,MO,US,27
Waynesville,MO,US,3
Saint Peters,MO,US,24
Fayette,MO,US,1
Sedalia,MO,US,171
Centralia,MO,US,3
Farmington,MO,US,16
Bucklin,MO,US,1
Gladstone,MO,US,3
Cedar Hill,MO,US,1
Eureka,MO,US,74
Norborne,MO,US,4
Kirksville,MO,US,48
Lampe,MO,US,91
Lake Ozark,MO,US,15
Scott City,MO,US,4
Montgomery City,MO,US,4
Palmyra,MO,US,1
Clayton,MO,US,4
Vandalia,MO,US,1
Macon,MO,US,2
Poplar Bluff,MO,US,41
Saint Clair,MO,US,1
Shelbina,MO,US,4
Houston,MO,US,1
Sunrise Beach,MO,US,8
Highlandville,MO,US,1
Grandview,MO,US,1
Salem,MO,US,8
Bolivar,MO,US,5
Nixa,MO,US,4
Kennett,MO,US,5
Lincoln,MO,US,2
Linn Creek,MO,US,1
Pacific,MO,US,20
Festus,MO,US,8
Perryville,MO,US,2
Park Hills,MO,US,2
Marshall,MO,US,1
Cottleville,MO,US,4
Fredericktown,MO,US,2
Zalma,MO,US,2
New Madrid,MO,US,1
Republic,MO,US,1
Fair Grove,MO,US,1
Gobler,MO,US,2
Affton,MO,US,3
Leasburg,MO,US,3
Dexter,MO,US,2
Belton,MO,US,3
Moscow,MO,US,1
Webster Groves,MO,US,6
Nevada,MO,US,1
Reeds Spring,MO,US,2
Lebanon Township,MO,US,1
Frontenac,MO,US,1
Moberly,MO,US,11
Brookline,MO,US,2
Brentwood,MO,US,1
Sugar Creek,MO,US,1
Carthage,MO,US,1
Saint Charles,MO,US,313
Rich Hill,MO,US,1
Richland,MO,US,1
Joplin,MO,US,215
High Ridge,MO,US,2
Sunset Hills,MO,US,5
Kahoka,MO,US,3
Fredericksburg,MO,US,2
Bainville,MT,US,3
Livingston,MT,US,12
Bozeman,MT,US,381
Eureka,MT,US,1
Dillon,MT,US,1
Chester,MT,US,1
West Yellowstone,MT,US,6
Frenchtown,MT,US,1
White Sulphur Springs,MT,US,6
Columbia Falls,MT,US,1
Kalispell,MT,US,16
Roundup,MT,US,1
Big Timber,MT,US,1
Missoula,MT,US,934
Great Falls,MT,US,112
Plentywood,MT,US,3
Marshall Mountain,MT,US,1
Billings,MT,US,768
Troy,MT,US,2
Louisville,MT,US,1
Cardwell,MT,US,1
Havre,MT,US,5
Hamilton,MT,US,4
Miles City,MT,US,3
Browning,MT,US,4
Roberts,MT,US,2
Thompson Falls,MT,US,1
Butte,MT,US,70
Helena,MT,US,49
Niobrara,NE,US,2
Omaha,NE,US,5911
Raymond,NE,US,7
Nebraska City,NE,US,3
Ashland,NE,US,8
Diller,NE,US,2
Lincoln,NE,US,2408
Blair,NE,US,1
Loomis,NE,US,18
Brownville,NE,US,6
Mitchell,NE,US,5
Holdrege,NE,US,1
Leigh,NE,US,1
Fremont,NE,US,3
Hastings,NE,US,23
Papillion,NE,US,125
O'Neill,NE,US,1
Gordon,NE,US,1
Peru,NE,US,3
Imperial,NE,US,15
Seward,NE,US,2
Gering,NE,US,17
Johnson,NE,US,1
Bridgeport,NE,US,1
Roca,NE,US,1
Kearney,NE,US,114
Wayne,NE,US,6
Madison,NE,US,7
Ceresco,NE,US,1
Scribner,NE,US,2
Bellevue,NE,US,23
Valentine,NE,US,12
Neligh,NE,US,4
Comstock,NE,US,52
Kimball,NE,US,1
Beatrice,NE,US,1
Ogallala,NE,US,5
Grand Island,NE,US,104
Chadron,NE,US,2
Harrisburg,NE,US,1
Gothenburg,NE,US,2
Ralston,NE,US,84
Milligan,NE,US,3
Norfolk,NE,US,119
Silver City,NV,US,1
Sparks,NV,US,634
Winnemucca,NV,US,9
Carson City,NV,US,21
Genoa,NV,US,8
Elko,NV,US,36
Indian Springs,NV,US,5
Boulder City,NV,US,2
Pyramid Lake,NV,US,1
Nye County,NV,US,1
Ute,NV,US,11
Moapa,NV,US,8
Stateline,NV,US,2758
Fallon,NV,US,5
Yerington,NV,US,17
Incline Village,NV,US,12
Overton,NV,US,2
Spring Valley,NV,US,1
Minden,NV,US,12
Logandale,NV,US,1
North Las Vegas,NV,US,153
Nellis Air Force Base,NV,US,5
Virginia City,NV,US,10
Las Vegas,NV,US,31671
Laughlin,NV,US,372
Glenbrook,NV,US,1
Reeds Ferry,NH,US,4
Berlin,NH,US,5
Loudon,NH,US,7
Wilton,NH,US,1
Town of Allenstown,NH,US,1
Newport,NH,US,1
Wolfeboro,NH,US,13
Exeter,NH,US,27
Epping,NH,US,4
Keene,NH,US,121
Squam Lake,NH,US,2
Bartlett,NH,US,2
Barrington,NH,US,2
Haverhill,NH,US,4
Rollinsford,NH,US,4
Milford,NH,US,5
Londonderry,NH,US,237
Lancaster,NH,US,10
Plaistow,NH,US,22
